cwright-spro,b'Windows 11 Pro 22621', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
dep_warrant_01,b'Windows 10 Pro', , ,huntress,microsoft-ad, , , 
desktop-2h292n8,b'Windows 10 Pro 19045', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
desktop-3kh19h0,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
desktop-3v7q2v2,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone, , 
desktop-nd38cpv,b'Windows 10 Pro 19045', , ,huntress,microsoft-ad,sentinelone, , 
desktop-q5bbbfk,b'Windows 10 Pro 17763', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
desktop-t5flei9,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dezero-desk10,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dfontenot-desk,b'Windows 10 Pro',cisco-umbrella, ,huntress,microsoft-ad, , , 
dfontsurfpro,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dgaudet-desk,b'Windows 11 Pro 22621',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dgaudet-macbook,b'Windows 10 Pro 18363', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
djmiller-fz55,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dlbray-fz55,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dmjohnson-desk,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dmjohnson-spro,b'Windows 11 Pro 22621', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
dphampton-fz55,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
dshift-lt,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
dshift-sgt,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
ejgruspier-fz55,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
emccue-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
fdesk-clerk,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
fleetmon-cf54,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone, , 
flewis-2n1,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone, , 
flewis-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
flewis-desk10,b'Windows 10 Pro 19045', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
fondel-desk,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
frdesk-east,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
frdesk-south,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
gbenoit-fz55,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
ggeheb-desk,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
ggeheb-fz55,b'Windows 10 Pro 22621', , ,huntress,microsoft-ad,sentinelone, , 
ggraham-fz55,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
gsonnier-desk,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
gsonnier-fz55,b'Windows 10 Pro 19043', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
gwmiller-desk,b'Windows 10 Pro 18363', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
gwmiller-surfpro,b'Windows 11 Pro 22000', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
hlboyt-fz55,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
hsanders-desk10,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
hsandsurfpro,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone, , 
ittpsurface,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jadejesus-fz55,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jaewing-fz55,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jagruspier-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jailer,b'Windows 10 Pro 19045', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
jcourville-fz55,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jdhunt-fz55,b'Windows 11 Pro 22621', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
jdlandrum-fz55,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jdoh-cf54,b'Windows 10 Pro 19045', , ,huntress,microsoft-ad,sentinelone, , 
jdohhh-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jetienne-desk,b'Windows 10 Pro 19045',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
jgreen-fz55,b'Windows 11 Pro 22621',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jkbatiste-desk,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jkeenum-desk10,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jland-fz55,b'Windows 11 Pro', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jloftin-cf54,b'Windows 10 Pro',cisco-umbrella, ,huntress,microsoft-ad, , , 
jlwhite-desk,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jlwhite-fz55,b'Windows 11 Pro 22621', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
jmcclock-surfpro,b'Windows 11 Pro 22000', , , ,microsoft-ad,sentinelone, , 
jmccloskey-desk10,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jmcrochet-cf54,b'Windows 10 Pro 19042', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
jmorgan-fz55,b'Windows 11 Pro', , , ,microsoft-ad, , , 
jpearson-fz55,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jprollins-cf54,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone, , 
jredd-fz55,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jrussell-fz55,b'Windows 11 Pro 22621', , , ,microsoft-ad,sentinelone, , 
jsavoie-desk10,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jsimien-fz55,b'Windows 10 Pro',cisco-umbrella, ,huntress,microsoft-ad, , , 
jsonnier-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jstickell-desk,b'Windows 11 Pro 22621',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jwall-fz55,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
jwall-old,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kaclymer-fz55,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kbmiller-cf54,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kdugas-fz55,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kfarq-surfpro,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone, , 
kfarquhar-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kghoovsurfpro,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
khoover-desk10,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kjones-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
kjravia-fz55,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kjwash-fz55,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kkirkum-desk,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
klandry-fz55,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kljones-fz55,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
klorourke-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
klorourke-desk,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
kmiller-desk,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
korourke-spro,b'Windows 10 Pro 19044', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
krdavis-fz55,b'Windows 11 Pro 22000', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
kwhowell-cf54,b'Windows 10 Pro', ,cybercns-sec-vm,huntress,microsoft-ad, , , 
kwhowell-desk,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lancet-fz55,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
landont-fz55,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcfd682at21,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
lcfd682at21old,b'Windows Server 2012 R2 Standard 9600', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-avaya,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-di,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-docimage,b'Windows Server 2012 R2 Standard 9600', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, ,sophos
lcpd-fileserver,b'Windows Server 2012 R2 Standard 9600', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, ,sophos
lcpd-fs,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-iat,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-lf,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-netm,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-radio-mon,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-radio2-ne,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-radio2-nw,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-radio2-se,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-radio2-sw,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-radio2-train,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpd-rfid,b'Windows Server 2012 R2 Standard 9600', , ,huntress,microsoft-ad,sentinelone, ,sophos
lcpd-rfid01,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-sql,b'Windows Server 2012 R2 Standard 9600', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, ,sophos
lcpd-sql01,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-surv,b'Windows Server 2012 R2 Standard 9600', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, ,sophos
lcpd-surv1,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-surv2,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-surv3,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-veeam,b'Windows Server 2012 R2 Standard 9600', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, ,sophos
lcpd-veeam-new,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd-xima,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpd2477,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
lcpddc1,b'Windows Server 2022 Datacenter 20348', , , ,microsoft-ad,sentinelone, , 
lcpdiatrack,b'Windows Server 2008 R2 Datacenter  7601 SP1', , ,huntress,microsoft-ad,sentinelone, ,sophos
lcpdlf,b'Windows Server 2008 R2 Datacenter  7601 SP1', , ,huntress,microsoft-ad,sentinelone, ,sophos
lcpdnetmotion1,b'Windows Server 2019 Datacenter 17763', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpdnetmotion2,b'Windows Server 2019 Datacenter 17763', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcpdvm01,b'VMware ESXi 7.0.3', ,cybercns-sec-vm, , , , , 
lcpdvm02,b'VMware ESXi 7.0.3', ,cybercns-sec-vm, , , , , 
lcrfid,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lcwwpamilerec,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
lmoss-spro,b'Windows 11 Pro 22621', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
lnewingham-desk10,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
