gs-wallen-lt,b'Windows 11 Enterprise 22000',automox,azure-ad,cybercns-sec-vm,huntress, ,sentinelone
gs-wking-lt,b'Windows 11 Pro 10.0.22621',automox,azure-ad,cybercns-sec-vm,huntress, ,sentinelone
gs-wking2-lt,b'Windows 11 Pro 10.0.22621',automox,azure-ad,cybercns-sec-vm,huntress, ,sentinelone
gs-zhill-lt,b'Windows 11 Pro 10.0.22000',automox,azure-ad, ,huntress, ,sentinelone
homedesktop,"b'Windows, 10.0.19041.867'", ,azure-ad, , , , 
ieg-00294,"b'Windows, 10.0.19042.1288'", ,azure-ad, , , , 
ir_storage, , , , , ,microsoft-ad, 
kdehm-surface,"b'Windows, 10.0.18362.0'", ,azure-ad, , , , 
laptop-519eisf7,"b'Windows, 10.0.19044.2728'", ,azure-ad, , , , 
laptop-5enstqks,b'Windows 10 Pro 19045', ,azure-ad,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
laptop-a83shrk0,"b'Windows, 10.0.19044.1645'", ,azure-ad, , , , 
laptop-ea09lfoh,"b'Windows, 10.0.19041.264'", ,azure-ad, , , , 
laptop-g6l5sooa,"b'Windows, 10.0.22000.856'",automox,azure-ad, , , , 
laptop-r9js5oq4,"b'Windows, 10.0.19044.2604'", ,azure-ad, , , , 
masons-macbook-pro,b'OS X 13.2.1 (22D68)', , , , , ,sentinelone
np7340,"b'Windows, 10.0.19041.1110'", ,azure-ad, , , , 
np7352,"b'Windows, 10.0.19042.1110'", ,azure-ad, , , , 
phone of iniquity,"b'iOS, 15.7'", ,azure-ad, , , , 
phvideoeditor,"b'Windows, 10.0.22000.675'", ,azure-ad, , , , 
red-leader-42,"b'Windows, 10.0.22621.819'", ,azure-ad, , , , 
sec-scanner,"b'Windows, 10.0.19042.1348'", ,azure-ad, , , , 
solis-nb-cl1,b'Windows 11 Pro 22621', ,azure-ad,cybercns-sec-vm,huntress, ,sentinelone
solisir001,"b'Windows, 10.0.17134.0'", ,azure-ad, , , , 
solisir002,"b'Windows, 10.0.18363.0'", ,azure-ad, , , , 
solisir003,b'Windows 11 Pro 10.0.22621',automox,azure-ad,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
win-u68gk3an8sk,"b'Windows, 10.0.19044.1766'", ,azure-ad, , , , 
wyatt-pc,"b'Windows, 10.0.22000.1455'", ,azure-ad, , , , 
